total,obj1,obj2,obj3,rejected,f,x1,x2,x3,x4
106234.48112092413,85.24688950272022,74.11906571095702,16.81345722577445,,132.84993580000005,0.539756276,0.053673263000000006,34.497189909999996,11.15058888
121523.52110126933,83.12915317834516,80.81655677330939,18.088670380649383,,169.64045019041927,0.539756276,0.053673263000000006,34.497189909999996,11.15058888
104868.85332008671,85.28448800971543,73.21167576203621,16.795623281131217,,132.84993580000005,0.5233685067835839,0.053673263000000006,34.497189909999996,11.15058888
106178.31542125685,85.24726372684634,74.08266146740036,16.812751989446074,,132.84993580000005,0.539756276,0.04637093986193316,34.497189909999996,11.15058888
106198.07286695129,85.24924138091889,74.1224342304487,16.80646747990428,,132.84993580000005,0.539756276,0.053673263000000006,41.17872593843032,11.15058888
104516.03700040627,85.64977581548398,71.12960465475415,17.155615677227082,,132.84993580000005,0.539756276,0.053673263000000006,34.497189909999996,12.579480143902686
108270.78220169472,87.82202818836332,66.74872085876808,18.469913615661707,,104.03830821159245,0.5331404752683687,0.050623615447277795,37.02877918868452,11.701559892691488
104995.7135317705,86.55324178917867,69.89800123078258,17.35495426527267,,117.56480156343841,0.5347867841718762,0.05136938525220174,36.37897641865933,11.561315976055218
103936.17104860437,85.94511985831318,70.80933336308861,17.07870693725655,,126.51083884476941,0.5311715930532551,0.04974296935298573,37.82388167317102,11.87210001630662
103072.37662000884,86.29776340156744,69.2350807777053,17.25109022707152,,123.45563813079048,0.5269305895497461,0.04788710254449951,39.60566270825592,12.250178532729027
102965.9148416322,86.36485817637585,68.92232507005461,17.298024127591948,,122.85350950158974,0.5260864608763799,0.04752432215906908,31.19684404704626,12.327226972036755
102032.93184373503,86.93055622663302,66.52399668626248,17.64369632299145,,118.14100921997871,0.5193819317304864,0.04471928978120537,27.153732798473147,12.96131861922528
101926.72735100341,87.04807917648415,66.10956576043816,17.71187682670893,,117.2204268068167,0.5180513141772909,0.05421601976689235,33.83905108865288,13.09199846081641
101398.62416090052,87.96761793985826,62.608687697535245,18.41088347991107,,110.10936880422695,0.5075283648787983,0.0586230617959169,33.51470525752469,14.18600199168287
100665.65921612669,86.25764839149845,67.08459593972685,17.396461473615904,,129.0345807965025,0.5120373902564787,0.05159585486339451,31.05313075049215,13.70369161480494
99606.0614740223,86.07791344954927,65.99041850980856,17.53529814056843,,135.18251290524705,0.5010282109223013,0.05170946380375926,28.690152071819202,14.919447129774648
99545.72158586861,87.85515675784876,61.715718348088046,18.359445177550427,,114.98620693255342,0.5141579952347788,0.04865035311112718,30.419480993150863,15.96353299565807
99202.64236695513,89.1046481442599,57.30144713105216,19.429306103143954,,106.97639233143643,0.5096137032000797,0.04631802106803534,28.565106015775974,19.100494873405577
99075.72660336099,88.96254870447369,57.896354381014724,19.23573704284765,,105.44266831930264,0.4872185749900482,0.04586514763203672,28.208022948608107,16.72310414097702
100688.71743448821,90.6685014189139,52.704737447725755,21.070493958985445,,93.93856182275263,0.4628997065254573,0.04239798280656798,25.50745403098533,19.28164108317915
97020.68027084506,89.25526831230347,55.84073958318457,19.466115409355893,,106.52927991255139,0.4836779591263812,0.05052751363714788,21.450885696076767,19.4494336955573
96278.16204424245,90.64017728225569,51.06293235076157,20.80181806241822,,98.95734227050524,0.46340182566640026,0.051901822933578784,15.78662165583518,24.506948145108304
95089.94373132444,90.04707433093984,52.46911131668098,20.126176405072393,,103.70463852855245,0.46882550747739715,0.057428394681375936,25.18586304574136,23.716806486481488
93903.70929315593,91.41449805753895,47.913454738095645,21.439279320202836,,97.1621094061126,0.4454238115718503,0.06507925398084358,24.25607272860641,32.0818734748719
91710.88743224995,90.30152828519267,50.17636193346448,20.2407511770105,,105.83849366964249,0.45536851012068297,0.045677539751490664,17.93019471505793,30.033452700810788
88681.83034544173,91.13375741323296,46.59954364969362,20.88207773065936,,103.76558497850847,0.431334635310624,0.04031993355282938,13.114743668629643,43.69964262140861
104465.02639641642,94.53546059830074,42.42209507130275,26.048580452262375,,77.5533455383227,0.4344521942798986,0.046879295487568175,15.314342036277676,43.89374247206493
94732.88482729667,88.21203927891736,57.78419602373473,18.58505391992941,,117.64961784054472,0.48348403032930054,0.05045715912504086,24.52303530123292,19.539578909207343
89444.64241962867,91.06388652611119,47.175257221464356,20.820630347422508,,101.80148993332384,0.418234150819214,0.05415894981720111,14.470738843604007,34.598634096123476
87309.37804583355,91.61554918802037,44.83659065754026,21.254902809860624,,101.84056333717639,0.41154280592215453,0.05845375434768695,11.220213498144748,52.854686697873916
84297.9461764758,92.36599758863336,41.893441429056026,21.785063522136795,,100.08592231931655,0.3782340324084725,0.06598986156393478,7.076448607875458,93.96514907883221
83939.32862305548,91.01977622085379,44.96357143494064,20.510154321925352,,109.0081946101542,0.3989351063977366,0.05686308742893604,14.544373904337629,61.74221353058097
80193.2351927683,90.86610210677318,43.64931260213926,20.218942031452407,,114.41019057250533,0.3701472386314745,0.059518824968846466,13.960402691898768,98.00058703226046
85551.72954784478,93.8897058639842,38.86591683201762,23.444549844215352,,90.67056546405885,0.3436171368217419,0.06248602161380426,7.473766017998691,147.598389201503
78775.57597887807,91.95943259191657,40.77751693297978,21.00750751652182,,106.79419978678538,0.3362049261266753,0.04766495938283406,4.71824880781228,165.52586070157898
74761.87993086544,91.65513203408773,39.755030537195566,20.5178256303072,,111.9626145193391,0.2920918193331672,0.04079224036225552,2.080946980672712,375.9836168552913
